name,item_class,guide_item_type,drop_pool,is_breach_unique,base_item,tier,tier_raw,required_level,required_strength,required_dexterity,required_intelligence,attribute_requirements,has_foulborn_variant,wiki_page
Rigwald's Curse,Amulet,Amulets,core,no,Wereclaw Talisman,3,3 d,28,,,,None,no,https://www.poewiki.net/wiki/Rigwald's_Curse
Shaper's Seed,Amulet,Amulets,core,no,Agate Amulet,5,5 d,16,,,,None,no,https://www.poewiki.net/wiki/Shaper's_Seed
Sidhebreath,Amulet,Amulets,core,no,Paua Amulet,5,5 d,1,,,,None,no,https://www.poewiki.net/wiki/Sidhebreath
Stone of Lazhwar,Amulet,Amulets,core,no,Lapis Amulet,5,5 d,5,,,,None,no,https://www.poewiki.net/wiki/Stone_of_Lazhwar
Tainted Pact,Amulet,Amulets,core,no,Coral Amulet,3,3 d,42,,,,None,no,https://www.poewiki.net/wiki/Tainted_Pact
Tavukai,Amulet,Amulets,core,no,Coral Amulet,3,3 d,54,,,,None,no,https://www.poewiki.net/wiki/Tavukai
Tear of Purity,Amulet,Amulets,core,no,Lapis Amulet,5,5 d,5,,,,None,no,https://www.poewiki.net/wiki/Tear_of_Purity
The Anvil,Amulet,Amulets,core,no,Amber Amulet,5,5 d,45,,,,None,no,https://www.poewiki.net/wiki/The_Anvil
The Ascetic,Amulet,Amulets,core,no,Gold Amulet,3,3,8,,,,None,no,https://www.poewiki.net/wiki/The_Ascetic
The Aylardex,Amulet,Amulets,core,no,Agate Amulet,4,4 d,32,,,,None,yes,https://www.poewiki.net/wiki/The_Aylardex
The Ephemeral Bond,Amulet,Amulets,core,no,Lapis Amulet,5,5 d,68,,,,None,no,https://www.poewiki.net/wiki/The_Ephemeral_Bond
The Ignomon,Amulet,Amulets,core,no,Gold Amulet,5,5 d,8,,,,None,no,https://www.poewiki.net/wiki/The_Ignomon
The Jinxed Juju,Amulet,Amulets,core,no,Citrine Amulet,3,3 d,48,,,,None,no,https://www.poewiki.net/wiki/The_Jinxed_Juju
The Primordial Chain,Amulet,Amulets,core,no,Coral Amulet,4,4 d,34,,,,None,no,https://www.poewiki.net/wiki/The_Primordial_Chain
The Torrent's Reclamation,Belt,Amulets,core,no,Cloth Belt,,,60,,,,None,no,https://www.poewiki.net/wiki/The_Torrent's_Reclamation
The Untouched Soul,Amulet,Amulets,core,no,Gold Amulet,,,48,,,,None,no,https://www.poewiki.net/wiki/The_Untouched_Soul
Ungil's Harmony,Amulet,Amulets,core,no,Turquoise Amulet,3,3 d,23,,,,None,no,https://www.poewiki.net/wiki/Ungil's_Harmony
Victario's Acuity,Amulet,Amulets,core,no,Turquoise Amulet,5,5 d,16,,,,None,no,https://www.poewiki.net/wiki/Victario's_Acuity
Voll's Devotion,Amulet,Amulets,core,no,Agate Amulet,2,2 d,32,,,,None,yes,https://www.poewiki.net/wiki/Voll's_Devotion
Warped Timepiece,Amulet,Amulets,core,no,Turquoise Amulet,4,4 d,50,,,,None,yes,https://www.poewiki.net/wiki/Warped_Timepiece
Willowgift,Amulet,Amulets,core,no,Jade Amulet,4,4 d,52,,,,None,no,https://www.poewiki.net/wiki/Willowgift
Winterheart,Amulet,Amulets,core,no,Gold Amulet,5,5 d,42,,,,None,no,https://www.poewiki.net/wiki/Winterheart
Yoke of Suffering,Amulet,Amulets,core,no,Onyx Amulet,3,3,70,,,,None,no,https://www.poewiki.net/wiki/Yoke_of_Suffering
Anathema,Ring,Rings,core,no,Moonstone Ring,2,2 d,49,,,,None,yes,https://www.poewiki.net/wiki/Anathema
Andvarius,Ring,Rings,core,no,Gold Ring,3,3 d,20,,,,None,no,https://www.poewiki.net/wiki/Andvarius
Astral Projector,Ring,Rings,core,no,Topaz Ring,2,2 d,40,,,,None,yes,https://www.poewiki.net/wiki/Astral_Projector
Berek's Grip,Ring,Rings,core,no,Two-Stone Ring,4,4 d,20,,,,None,yes,https://www.poewiki.net/wiki/Berek's_Grip
Berek's Pass,Ring,Rings,core,no,Two-Stone Ring,4,4 d,20,,,,None,yes,https://www.poewiki.net/wiki/Berek's_Pass
Berek's Respite,Ring,Rings,core,no,Two-Stone Ring,3,3 d,20,,,,None,yes,https://www.poewiki.net/wiki/Berek's_Respite
Blackheart,Ring,Rings,core,no,Iron Ring,5,5 d,1,,,,None,no,https://www.poewiki.net/wiki/Blackheart
Call of the Brotherhood,Ring,Rings,core,no,Two-Stone Ring,3,3 d,20,,,,None,yes,https://www.poewiki.net/wiki/Call_of_the_Brotherhood
Death Rush,Ring,Rings,core,no,Amethyst Ring,2,2 d,30,,,,None,yes,https://www.poewiki.net/wiki/Death_Rush
Doedre's Damning,Ring,Rings,core,no,Paua Ring,4,4 d,1,,,,None,yes,https://www.poewiki.net/wiki/Doedre's_Damning
Dream Fragments,Ring,Rings,core,no,Sapphire Ring,3,3 d,24,,,,None,yes,https://www.poewiki.net/wiki/Dream_Fragments
Emberwake,Ring,Rings,core,no,Ruby Ring,3,3 d,16,,,,None,no,https://www.poewiki.net/wiki/Emberwake
Essence Worm,Ring,Rings,core,no,Unset Ring,4,4 d,38,,,,None,no,https://www.poewiki.net/wiki/Essence_Worm
Gifts from Above,Ring,Rings,core,no,Diamond Ring,4,4 d,28,,,,None,yes,https://www.poewiki.net/wiki/Gifts_from_Above
Grattus Signet,Ring,Rings,core,no,Diamond Ring,4,4 d,20,,,,None,no,https://www.poewiki.net/wiki/Grattus_Signet
Heartbound Loop,Ring,Rings,core,no,Moonstone Ring,4,4 d,20,,,,None,yes,https://www.poewiki.net/wiki/Heartbound_Loop
Icefang Orbit,Ring,Rings,core,no,Iron Ring,4,4 d,49,,,,None,no,https://www.poewiki.net/wiki/Icefang_Orbit
Kalandra's Touch,Ring,Rings,core,no,Ring,0,0 d,1,,,,None,no,https://www.poewiki.net/wiki/Kalandra's_Touch
Kaom's Sign,Ring,Rings,core,no,Coral Ring,4,4 d,1,,,,None,yes,https://www.poewiki.net/wiki/Kaom's_Sign
Kikazaru,Ring,Rings,core,no,Topaz Ring,4,4 d,20,,,,None,yes,https://www.poewiki.net/wiki/Kikazaru
Le Heup of All,Ring,Rings,core,no,Iron Ring,4,4 d,24,,,,None,yes,https://www.poewiki.net/wiki/Le_Heup_of_All
Lori's Lantern,Ring,Rings,core,no,Prismatic Ring,4,4 d,30,,,,None,yes,https://www.poewiki.net/wiki/Lori's_Lantern
Malachai's Artifice,Ring,Rings,core,no,Unset Ring,4,4 d,5,,,,None,no,https://www.poewiki.net/wiki/Malachai's_Artifice
Mark of Submission,Ring,Rings,core,no,Unset Ring,5,5 d,24,,,,None,no,https://www.poewiki.net/wiki/Mark_of_Submission
Ming's Heart,Ring,Rings,core,no,Amethyst Ring,3,3 d,69,,,,None,yes,https://www.poewiki.net/wiki/Ming's_Heart
Mokou's Embrace,Ring,Rings,core,no,Ruby Ring,4,4 d,16,,,,None,yes,https://www.poewiki.net/wiki/Mokou's_Embrace
Ngamahu's Sign,Ring,Rings,core,no,Ruby Ring,4,4 d,28,,,,None,no,https://www.poewiki.net/wiki/Ngamahu's_Sign
Perandus Signet,Ring,Rings,core,no,Paua Ring,3,3 d,1,,,,None,no,https://www.poewiki.net/wiki/Perandus_Signet
Praxis,Ring,Rings,core,no,Paua Ring,5,5 d,22,,,,None,no,https://www.poewiki.net/wiki/Praxis
Profane Proxy,Ring,Rings,core,no,Unset Ring,3,3 d,52,,,,None,no,https://www.poewiki.net/wiki/Profane_Proxy
Prospero's Protection,Ring,Rings,core,no,Iron Ring,4,4 u,32,,,,None,no,https://www.poewiki.net/wiki/Prospero's_Protection
Pyre,Ring,Rings,core,no,Sapphire Ring,3,3 d,11,,,,None,yes,https://www.poewiki.net/wiki/Pyre
Rigwald's Crest,Ring,Rings,core,no,Two-Stone Ring,3,3 d,20,,,,None,no,https://www.poewiki.net/wiki/Rigwald's_Crest
Romira's Banquet,Ring,Rings,core,no,Diamond Ring,4,4 d,60,,,,None,yes,https://www.poewiki.net/wiki/Romira's_Banquet
Shavronne's Revelation,Ring,Rings,core,no,Moonstone Ring,2,2 d,30,,,,None,yes,https://www.poewiki.net/wiki/Shavronne's_Revelation
Sibyl's Lament,Ring,Rings,core,no,Coral Ring,5,5 d,45,,,,None,no,https://www.poewiki.net/wiki/Sibyl's_Lament
Snakepit,Ring,Rings,core,no,Sapphire Ring,3,3 d,68,,,,None,yes,https://www.poewiki.net/wiki/Snakepit
Soulbound,Ring,Rings,core,no,Paua Ring,4,4 d,44,,,,None,no,https://www.poewiki.net/wiki/Soulbound
Squirming Terror,Ring,Rings,core,no,Unset Ring,3,3 u,32,,,,None,no,https://www.poewiki.net/wiki/Squirming_Terror
Storm Secret,Ring,Rings,core,no,Topaz Ring,4,4 d,56,,,,None,no,https://www.poewiki.net/wiki/Storm_Secret
Stormfire,Ring,Rings,core,no,Opal Ring,4,4 d,80,,,,None,no,https://www.poewiki.net/wiki/Stormfire
Tasalio's Sign,Ring,Rings,core,no,Sapphire Ring,4,4 d,20,,,,None,no,https://www.poewiki.net/wiki/Tasalio's_Sign
Tawhanuku's Timing,Ring,Rings,core,no,Moonstone Ring,5,5 d,44,,,,None,no,https://www.poewiki.net/wiki/Tawhanuku's_Timing
The Highwayman,Ring,Rings,core,no,Gold Ring,5,5 d,44,,,,None,no,https://www.poewiki.net/wiki/The_Highwayman
The Hungry Loop,Ring,Rings,core,no,Unset Ring,3,3 d,70,,,,None,no,https://www.poewiki.net/wiki/The_Hungry_Loop
The Warden's Brand,Ring,Rings,core,no,Iron Ring,5,5 d,30,,,,None,no,https://www.poewiki.net/wiki/The_Warden's_Brand
Thief's Torment,Ring,Rings,core,no,Prismatic Ring,4,4 d,30,,,,None,yes,https://www.poewiki.net/wiki/Thief's_Torment
Timeclasp,Ring,Rings,core,no,Moonstone Ring,4,4 d,25,,,,None,yes,https://www.poewiki.net/wiki/Timeclasp
Valako's Sign,Ring,Rings,core,no,Topaz Ring,4,4 d,38,,,,None,no,https://www.poewiki.net/wiki/Valako's_Sign
Valyrium,Ring,Rings,core,no,Moonstone Ring,5,5 d,38,,,,None,no,https://www.poewiki.net/wiki/Valyrium
Venopuncture,Ring,Rings,core,no,Iron Ring,4,4 d,49,,,,None,no,https://www.poewiki.net/wiki/Venopuncture
Ventor's Gamble,Ring,Rings,core,no,Gold Ring,4,4 d,65,,,,None,yes,https://www.poewiki.net/wiki/Ventor's_Gamble
Voideye,Ring,Rings,core,no,Unset Ring,4,4 d,45,,,,None,no,https://www.poewiki.net/wiki/Voideye
Warrior's Legacy,Ring,Rings,core,no,Ruby Ring,2,2 d,40,,,,None,yes,https://www.poewiki.net/wiki/Warrior's_Legacy
Winterweave,Ring,Rings,core,no,Coral Ring,3,3 d,24,,,,None,no,https://www.poewiki.net/wiki/Winterweave
Blood of the Karui,Life Flask,Flasks,core,no,Sanctified Life Flask,4,4 d,50,,,,None,no,https://www.poewiki.net/wiki/Blood_of_the_Karui
Coralito's Signature,Utility Flask,Flasks,core,no,Diamond Flask,4,4 d,27,,,,None,no,https://www.poewiki.net/wiki/Coralito's_Signature
Divination Distillate,Hybrid Flask,Flasks,core,no,Large Hybrid Flask,3,3 d,30,,,,None,no,https://www.poewiki.net/wiki/Divination_Distillate
Doedre's Elixir,Mana Flask,Flasks,core,no,Greater Mana Flask,5,5 d,12,,,,None,no,https://www.poewiki.net/wiki/Doedre's_Elixir
Forbidden Taste,Utility Flask,Flasks,core,no,Quartz Flask,4,4 d,27,,,,None,no,https://www.poewiki.net/wiki/Forbidden_Taste
Kiara's Determination,Utility Flask,Flasks,core,no,Silver Flask,5,5 d,27,,,,None,no,https://www.poewiki.net/wiki/Kiara's_Determination
Lavianga's Spirit,Mana Flask,Flasks,core,no,Sanctified Mana Flask,4,4 d,50,,,,None,no,https://www.poewiki.net/wiki/Lavianga's_Spirit
Lion's Roar,Utility Flask,Flasks,core,no,Granite Flask,3,3 d,27,,,,None,no,https://www.poewiki.net/wiki/Lion's_Roar
Rotgut,Utility Flask,Flasks,core,no,Quicksilver Flask,5,5 d,40,,,,None,no,https://www.poewiki.net/wiki/Rotgut
Rumi's Concoction,Utility Flask,Flasks,core,no,Granite Flask,3,3 d,68,,,,None,no,https://www.poewiki.net/wiki/Rumi's_Concoction
Sin's Rebirth,Utility Flask,Flasks,core,no,Stibnite Flask,1,1 d,27,,,,None,no,https://www.poewiki.net/wiki/Sin's_Rebirth
Taste of Hate,Utility Flask,Flasks,core,no,Sapphire Flask,2,2 d,18,,,,None,no,https://www.poewiki.net/wiki/Taste_of_Hate
The Overflowing Chalice,Utility Flask,Flasks,core,no,Sulphur Flask,4,4 d,27,,,,None,no,https://www.poewiki.net/wiki/The_Overflowing_Chalice
The Sorrow of the Divine,Utility Flask,Flasks,core,no,Sulphur Flask,4,4 d,27,,,,None,no,https://www.poewiki.net/wiki/The_Sorrow_of_the_Divine
The Wise Oak,Utility Flask,Flasks,core,no,Bismuth Flask,3,3 d,8,,,,None,no,https://www.poewiki.net/wiki/The_Wise_Oak
The Writhing Jar,Hybrid Flask,Flasks,core,no,Hallowed Hybrid Flask,4,4 d,60,,,,None,no,https://www.poewiki.net/wiki/The_Writhing_Jar
Witchfire Brew,Utility Flask,Flasks,core,no,Stibnite Flask,3,3 d,48,,,,None,no,https://www.poewiki.net/wiki/Witchfire_Brew
Zerphi's Last Breath,Mana Flask,Flasks,core,no,Grand Mana Flask,1,1 d,18,,,,None,no,https://www.poewiki.net/wiki/Zerphi's_Last_Breath
Ancestral Vision,Jewel,Post 3.20 Jewels,core,no,Viridian Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Ancestral_Vision
Bloodnotch,Jewel,Post 3.20 Jewels,core,no,Crimson Jewel,2,2 d,1,,,,None,no,https://www.poewiki.net/wiki/Bloodnotch
Dead Reckoning,Jewel,Post 3.20 Jewels,core,no,Cobalt Jewel,2,2 d,1,,,,None,no,https://www.poewiki.net/wiki/Dead_Reckoning
Firesong,Jewel,Post 3.20 Jewels,core,no,Crimson Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Firesong
Immutable Force,Jewel,Post 3.20 Jewels,core,no,Crimson Jewel,2,2 d,1,,,,None,no,https://www.poewiki.net/wiki/Immutable_Force
Inspired Learning,Jewel,Post 3.20 Jewels,core,no,Crimson Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Inspired_Learning
Intuitive Leap,Jewel,Post 3.20 Jewels,core,no,Viridian Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Intuitive_Leap
Lioneye's Fall,Jewel,Post 3.20 Jewels,core,no,Viridian Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Lioneye's_Fall
Might of the Meek,Jewel,Post 3.20 Jewels,core,no,Crimson Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Might_of_the_Meek
Pure Talent,Jewel,Post 3.20 Jewels,core,no,Viridian Jewel,2,2 d,1,,,,None,no,https://www.poewiki.net/wiki/Pure_Talent
Stormshroud,Jewel,Post 3.20 Jewels,core,no,Viridian Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Stormshroud
Unending Hunger,Jewel,Post 3.20 Jewels,core,no,Cobalt Jewel,2,2 d,1,,,,None,no,https://www.poewiki.net/wiki/Unending_Hunger
Unnatural Instinct,Jewel,Post 3.20 Jewels,core,no,Viridian Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Unnatural_Instinct
Witchbane,Jewel,Post 3.20 Jewels,core,no,Cobalt Jewel,2,2 d,1,,,,None,yes,https://www.poewiki.net/wiki/Witchbane
Xoph's Inception,Bow,Breach,breach-only,yes,Citadel Bow,1,T1,58,,185,,Dex 185,yes,https://www.poewiki.net/wiki/Xoph's_Inception
Xoph's Nurture,Bow,Breach,breach-only,yes,Citadel Bow,1,T1,64,,185,,Dex 185,yes,https://www.poewiki.net/wiki/Xoph's_Nurture
The Formless Flame,Helmet,Breach,breach-only,yes,Royal Burgonet,1,T1,65,148,,,Str 148,yes,https://www.poewiki.net/wiki/The_Formless_Flame
The Formless Inferno,Helmet,Breach,breach-only,yes,Royal Burgonet,1,T1,65,148,,,Str 148,yes,https://www.poewiki.net/wiki/The_Formless_Inferno
Xoph's Heart,Amulet,Breach,breach-only,yes,Amber Amulet,1,T1,5,,,,None,yes,https://www.poewiki.net/wiki/Xoph's_Heart
Xoph's Blood,Amulet,Breach,breach-only,yes,Amber Amulet,1,T1,64,,,,None,yes,https://www.poewiki.net/wiki/Xoph's_Blood
Tulborn,Wand,Breach,breach-only,yes,Opal Wand,1,T1,62,,,212,Int 212,yes,https://www.poewiki.net/wiki/Tulborn
Tulfall,Wand,Breach,breach-only,yes,Opal Wand,1,T1,62,,,212,Int 212,yes,https://www.poewiki.net/wiki/Tulfall
The Snowblind Grace,Body Armour,Breach,breach-only,yes,Zodiac Leather,1,T1,65,,197,,Dex 197,yes,https://www.poewiki.net/wiki/The_Snowblind_Grace
The Perfect Form,Body Armour,Breach,breach-only,yes,Zodiac Leather,1,T1,65,,197,,Dex 197,yes,https://www.poewiki.net/wiki/The_Perfect_Form
The Halcyon,Amulet,Breach,breach-only,yes,Jade Amulet,1,T1,35,,,,None,yes,https://www.poewiki.net/wiki/The_Halcyon
The Pandemonius,Amulet,Breach,breach-only,yes,Jade Amulet,1,T1,64,,,,None,yes,https://www.poewiki.net/wiki/The_Pandemonius
Hand of Thought and Motion,Claw,Breach,breach-only,yes,Imperial Claw,1,T1,68,,131,95,"Dex 131, Int 95",yes,https://www.poewiki.net/wiki/Hand_of_Thought_and_Motion
Hand of Wisdom and Action,Claw,Breach,breach-only,yes,Imperial Claw,1,T1,68,,131,95,"Dex 131, Int 95",yes,https://www.poewiki.net/wiki/Hand_of_Wisdom_and_Action
Esh's Mirror,Shield,Breach,breach-only,yes,Vaal Spirit Shield,1,T1,62,,,159,Int 159,yes,https://www.poewiki.net/wiki/Esh's_Mirror
Esh's Visage,Shield,Breach,breach-only,yes,Vaal Spirit Shield,1,T1,62,,,159,Int 159,yes,https://www.poewiki.net/wiki/Esh's_Visage
Voice of the Storm,Amulet,Breach,breach-only,yes,Lapis Amulet,1,T1,69,,,,None,yes,https://www.poewiki.net/wiki/Voice_of_the_Storm
Choir of the Storm,Amulet,Breach,breach-only,yes,Lapis Amulet,1,T1,69,,,,None,yes,https://www.poewiki.net/wiki/Choir_of_the_Storm
Uul-Netol's Kiss,Two Hand Axe,Breach,breach-only,yes,Vaal Axe,1,T1,64,158,76,,"Str 158, Dex 76",yes,https://www.poewiki.net/wiki/Uul-Netol's_Kiss
Uul-Netol's Embrace,Two Hand Axe,Breach,breach-only,yes,Vaal Axe,1,T1,64,158,76,,"Str 158, Dex 76",yes,https://www.poewiki.net/wiki/Uul-Netol's_Embrace
The Infinite Pursuit,Boots,Breach,breach-only,yes,Titan Greaves,1,T1,68,120,,,Str 120,yes,https://www.poewiki.net/wiki/The_Infinite_Pursuit
The Red Trail,Boots,Breach,breach-only,yes,Titan Greaves,1,T1,68,120,,,Str 120,yes,https://www.poewiki.net/wiki/The_Red_Trail
The Anticipation,Shield,Breach,breach-only,yes,Ezomyte Tower Shield,1,T1,64,159,,,Str 159,yes,https://www.poewiki.net/wiki/The_Anticipation
The Surrender,Shield,Breach,breach-only,yes,Ezomyte Tower Shield,1,T1,64,159,,,Str 159,yes,https://www.poewiki.net/wiki/The_Surrender
Severed in Sleep,One Hand Sword,Breach,breach-only,yes,Cutlass,1,T1,69,55,79,,"Str 55, Dex 79",yes,https://www.poewiki.net/wiki/Severed_in_Sleep
United in Dream,One Hand Sword,Breach,breach-only,yes,Cutlass,1,T1,69,55,79,,"Str 55, Dex 79",yes,https://www.poewiki.net/wiki/United_in_Dream
Skin of the Loyal,Body Armour,Breach,breach-only,yes,Simple Robe,1,T1,1,,,17,Int 17,yes,https://www.poewiki.net/wiki/Skin_of_the_Loyal
Skin of the Lords,Body Armour,Breach,breach-only,yes,Simple Robe,1,T1,1,,,17,Int 17,yes,https://www.poewiki.net/wiki/Skin_of_the_Lords
The Red Dream,Jewel,Breach,breach-only,yes,Crimson Jewel,1,T1,1,,,,None,yes,https://www.poewiki.net/wiki/The_Red_Dream
The Red Nightmare,Jewel,Breach,breach-only,yes,Crimson Jewel,1,T1,1,,,,None,yes,https://www.poewiki.net/wiki/The_Red_Nightmare
The Green Dream,Jewel,Breach,breach-only,yes,Viridian Jewel,1,T1,1,,,,None,yes,https://www.poewiki.net/wiki/The_Green_Dream
The Green Nightmare,Jewel,Breach,breach-only,yes,Viridian Jewel,1,T1,1,,,,None,yes,https://www.poewiki.net/wiki/The_Green_Nightmare
The Blue Dream,Jewel,Breach,breach-only,yes,Cobalt Jewel,1,T1,1,,,,None,yes,https://www.poewiki.net/wiki/The_Blue_Dream
The Blue Nightmare,Jewel,Breach,breach-only,yes,Cobalt Jewel,1,T1,1,,,,None,yes,https://www.poewiki.net/wiki/The_Blue_Nightmare
Presence of Chayula,Amulet,Breach,breach-only,yes,Onyx Amulet,1,T1,60,,,,None,yes,https://www.poewiki.net/wiki/Presence_of_Chayula
